Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Impact_Level
Payroll Administrator,0.4,587,1971,0.297818366311517,Administrative & Clerical,Minor
Placement Coordinator,0.4,566,1772,0.3194130925507901,Administrative & Clerical,Minor
Public Relations,0.4,734,2691,0.272761055369751,Communication & PR,Minor
Recruiting Assistant,0.4,611,2013,0.3035270740188773,Administrative & Clerical,Minor
Recruiting Coordinator,0.4,613,2010,0.3049751243781095,Administrative & Clerical,Minor
Recruitment Manager,0.4,643,2048,0.31396484375,Leadership & Strategy,Minor
Sales Recruiter,0.4,606,1842,0.3289902280130293,Sales & Marketing,Minor
Staffing Consultant,0.4,678,2192,0.3093065693430657,Administrative & Clerical,Minor
Staffing Coordinator,0.4,684,2278,0.3002633889376646,Administrative & Clerical,Minor
Staffing Manager,0.4,682,2269,0.3005729396209784,Leadership & Strategy,Minor
Staffing Specialist,0.4,685,2281,0.3003068829460762,Administrative & Clerical,Minor
Technology Trainer,0.4,643,2446,0.2628781684382665,Data & IT,Minor
Workforce Management Analyst,0.4,652,2166,0.3010156971375808,Administrative & Clerical,Minor
Assistant District Attorney,0.4,592,1989,0.2976370035193564,Law Enforcement,Minor
Associate Attorney,0.4,654,2100,0.3114285714285714,Law Enforcement,Minor
Contract Attorney,0.4,466,1378,0.3381712626995646,Law Enforcement,Minor
Defense Attorney,0.4,462,1253,0.3687150837988827,Law Enforcement,Minor
Immigration Attorney,0.4,479,1673,0.2863120143454871,Law Enforcement,Minor
Immigration Paralegal,0.4,531,1890,0.2809523809523809,Law Enforcement,Minor
Legal Administrative Assistant,0.4,531,1910,0.2780104712041885,Law Enforcement,Minor
Legal Assistant,0.4,527,1905,0.2766404199475065,Law Enforcement,Minor
Legal Secretary,0.4,532,1909,0.2786799371398638,Law Enforcement,Minor
Litigation Associate,0.4,502,1701,0.2951205173427396,Law Enforcement,Minor
Litigation Attorney,0.4,503,1699,0.2960565038257798,Law Enforcement,Minor
Litigation Legal Assistant,0.4,553,1927,0.2869745718733783,Law Enforcement,Minor
Litigation Paralegal,0.4,554,1932,0.2867494824016563,Law Enforcement,Minor
Real Estate Paralegal,0.4,431,1547,0.2786037491919845,Law Enforcement,Minor
Senior Paralegal,0.4,432,1578,0.2737642585551331,Law Enforcement,Minor
Community Outreach Coordinator,0.4,934,2874,0.324982602644398,Leadership & Strategy,Minor
Community Outreach Specialist,0.4,926,2851,0.3247983163802174,Leadership & Strategy,Minor
Fundraising Manager,0.4,867,2659,0.3260624294847687,Leadership & Strategy,Minor
Outreach Coordinator,0.4,901,3233,0.2786885245901639,Leadership & Strategy,Minor
Volunteer,0.4,245,926,0.2645788336933045,Leadership & Strategy,Minor
Event Producer,0.4,936,3182,0.2941546197360151,Leadership & Strategy,Minor
Sports Information Director,0.4,474,1798,0.2636262513904338,Communication & PR,Minor
Mechanical Designer,0.4,485,1864,0.2601931330472103,Construction,Minor
Mechatronics Engineer,0.4,434,1677,0.2587954680977937,Construction,Minor
Noc Engineer,0.4,681,2080,0.3274038461538461,Data & IT,Minor
Office Engineer,0.4,461,1743,0.2644865174985656,Construction,Minor
Operating Engineer,0.4,380,1509,0.2518223989396951,Construction,Minor
Process Control Engineer,0.4,482,1584,0.3042929292929293,Construction,Minor
Procurement Engineer,0.4,527,1671,0.3153800119688809,Supply Chain & Logistics,Minor
Project Engineer,0.4,505,1613,0.3130812151270923,Construction,Minor
Resident Engineer,0.4,463,1502,0.3082556591211717,Construction,Minor
Rf Design Engineer,0.4,415,1405,0.295373665480427,Construction,Minor
Rf Engineer,0.4,419,1418,0.2954866008462623,Construction,Minor
Site Engineer,0.4,461,1551,0.2972275950999355,Construction,Minor
Storage Engineer,0.4,403,1672,0.2410287081339713,Construction,Minor
Supplier Quality Engineer,0.4,417,1691,0.2465996451803666,Supply Chain & Logistics,Minor
Support Engineer,0.4,442,1778,0.24859392575928,Data & IT,Minor
Telecom Engineer,0.4,390,1626,0.2398523985239852,Data & IT,Minor
Voip Engineer,0.4,349,1406,0.2482219061166429,Data & IT,Minor
Welding,0.4,92,444,0.2072072072072072,Construction,Minor
Business Coordinator,0.4,939,2880,0.3260416666666667,Administrative & Clerical,Minor
Documentation Specialist,0.4,786,2418,0.3250620347394541,Administrative & Clerical,Minor
Facilities Administrator,0.4,673,2177,0.3091410197519522,Administrative & Clerical,Minor
Front Office Coordinator,0.4,873,2608,0.3347392638036809,Administrative & Clerical,Minor
Incident Manager,0.4,707,2183,0.3238662391204764,Leadership & Strategy,Minor
Maintenance Director,0.4,399,1357,0.2940309506263817,Leadership & Strategy,Minor
Production Clerk,0.4,336,1291,0.260263361735089,Administrative & Clerical,Minor
Records Manager,0.4,482,1623,0.2969808995686999,Administrative & Clerical,Minor
Scheduling Coordinator,0.4,509,1599,0.3183239524702939,Administrative & Clerical,Minor
Technical Assistant,0.4,625,2560,0.244140625,Administrative & Clerical,Minor
Virtual Assistant,0.4,589,1932,0.3048654244306418,Administrative & Clerical,Minor
Box Truck Driver,0.4,331,1162,0.2848537005163511,Supply Chain & Logistics,Minor
Concrete Truck Driver,0.4,59,193,0.3056994818652849,Supply Chain & Logistics,Minor
Courier Driver,0.4,61,182,0.3351648351648351,Supply Chain & Logistics,Minor
Driver,0.4,59,204,0.2892156862745098,Supply Chain & Logistics,Minor
Dump Truck Driver,0.4,54,164,0.3292682926829268,Supply Chain & Logistics,Minor
Freight Agent,0.4,615,2030,0.3029556650246305,Supply Chain & Logistics,Minor
Fuel Truck Driver,0.4,58,180,0.3222222222222222,Supply Chain & Logistics,Minor
Garbage Truck Driver,0.4,58,172,0.3372093023255814,Supply Chain & Logistics,Minor
Heavy Truck Driver,0.4,154,565,0.2725663716814159,Supply Chain & Logistics,Minor
Non Cdl Driver,0.4,168,583,0.2881646655231561,Supply Chain & Logistics,Minor
Professional Driver,0.4,93,411,0.2262773722627737,Supply Chain & Logistics,Minor
Route Driver,0.4,100,426,0.2347417840375587,Supply Chain & Logistics,Minor
Shuttle Bus Driver,0.4,93,412,0.2257281553398058,Supply Chain & Logistics,Minor
Shuttle Driver,0.4,95,416,0.2283653846153846,Supply Chain & Logistics,Minor
Tow Truck Driver,0.4,69,360,0.1916666666666666,Supply Chain & Logistics,Minor
Caterer,0.4,630,1975,0.3189873417721519,Hospitality,Minor
Catering Manager,0.4,684,2073,0.3299565846599132,Hospitality,Minor
Food Service Director,0.4,495,1647,0.3005464480874317,Hospitality,Minor
Front Desk Associate,0.4,826,2445,0.3378323108384458,Hospitality,Minor
Guest Services,0.4,558,1668,0.3345323741007194,Hospitality,Minor
Hotel Night Auditor,0.4,452,1301,0.3474250576479631,Hospitality,Minor
Lab Aide,0.4,287,1031,0.2783705140640155,Medical & Healthcare,Minor
Risk Management Specialist,0.4,604,1858,0.32508073196986,Administrative & Clerical,Minor
Lease Administrator,0.4,635,2107,0.301376364499288,Administrative & Clerical,Minor
Loss Mitigation Specialist,0.4,584,2004,0.2914171656686626,Administrative & Clerical,Minor
Agronomist,0.4,460,1594,0.288582183186951,Data & IT,Minor
Associate Scientist,0.4,524,1772,0.2957110609480812,Data & IT,Minor
Biological Scientist,0.4,475,1721,0.2760023242300988,Data & IT,Minor
Biological Technician,0.4,466,1628,0.2862407862407862,Data & IT,Minor
Biostatistician,0.4,567,1874,0.3025613660618997,Data & IT,Minor
Chemical Operator,0.4,357,1167,0.3059125964010283,Construction,Minor
Computational Biologist,0.4,466,1399,0.3330950679056469,Data & IT,Minor
Environmental Chemist,0.4,511,1558,0.32798459563543,Data & IT,Minor
Environmental Scientist,0.4,521,1566,0.3326947637292465,Data & IT,Minor
Lab Technologist,0.4,375,1584,0.2367424242424242,Data & IT,Minor
Laboratory Analyst,0.4,398,1602,0.2484394506866417,Data & IT,Minor
Radiology Technician,0.4,219,861,0.2543554006968641,Medical & Healthcare,Minor
Research Associate,0.4,614,1947,0.315356959424756,Data & IT,Minor
Accounting Auditor,0.4,680,2109,0.3224276908487434,Administrative & Clerical,Minor
Accounts Payable Specialist,0.4,713,2244,0.3177361853832442,Administrative & Clerical,Minor
Accounts Receivable Specialist,0.4,713,2253,0.3164669329782512,Administrative & Clerical,Minor
Audit Associate,0.4,647,2057,0.3145357316480311,Administrative & Clerical,Minor
Billing Analyst,0.4,716,2273,0.3150021997360316,Administrative & Clerical,Minor
Budget Manager,0.4,676,2240,0.3017857142857142,Administrative & Clerical,Minor
Budget Officer,0.4,669,2235,0.2993288590604027,Administrative & Clerical,Minor
CPA,0.4,540,1635,0.3302752293577982,Administrative & Clerical,Minor
Certified Public Accountant,0.4,542,1637,0.3310934636530238,Administrative & Clerical,Minor
Chartered Accountant,0.4,547,1642,0.3331303288672351,Administrative & Clerical,Minor
Collection Manager,0.4,583,1844,0.3161605206073752,Administrative & Clerical,Minor
Collection Supervisor,0.4,578,1919,0.3011985409067222,Administrative & Clerical,Minor
Credit Counselor,0.4,642,2075,0.3093975903614457,Administrative & Clerical,Minor
Financial Counselor,0.4,676,2113,0.3199242782773308,Administrative & Clerical,Minor
Financial Reporting Manager,0.4,741,2194,0.3377392889699179,Administrative & Clerical,Minor
Investment Analyst,0.4,764,2456,0.3110749185667752,Administrative & Clerical,Minor
Loan Analyst,0.4,750,2337,0.3209242618741977,Administrative & Clerical,Minor
Portfolio Analyst,0.4,547,1795,0.3047353760445682,Administrative & Clerical,Minor
Treasury Analyst,0.4,595,2047,0.2906692721055203,Administrative & Clerical,Minor
Underwriter,0.4,706,2654,0.2660135644310474,Administrative & Clerical,Minor
Case Manager,0.4,784,2544,0.3081761006289308,Medical & Healthcare,Minor
Clinical Supervisor,0.4,388,1202,0.3227953410981697,Medical & Healthcare,Minor
Health Information Manager,0.4,735,2315,0.3174946004319654,Medical & Healthcare,Minor
Healthcare Recruiter,0.4,700,2253,0.3106968486462494,Medical & Healthcare,Minor
Intake Specialist,0.4,628,1833,0.342607746863066,Medical & Healthcare,Minor
Medical Case Manager,0.4,572,1693,0.3378617838157117,Medical & Healthcare,Minor
Medical Information Specialist,0.4,765,2450,0.3122448979591837,Medical & Healthcare,Minor
Medical Manager,0.4,597,1739,0.3433007475560667,Medical & Healthcare,Minor
Medical Scheduler,0.4,518,1687,0.3070539419087137,Medical & Healthcare,Minor
Patient Financial Counselor,0.4,419,1484,0.2823450134770889,Medical & Healthcare,Minor
Patient Registrar,0.4,369,1359,0.271523178807947,Medical & Healthcare,Minor
Patient Service Representative,0.4,386,1468,0.2629427792915531,Medical & Healthcare,Minor
Patient Service Specialist,0.4,394,1479,0.2663962136578769,Medical & Healthcare,Minor
Patient Services Representative,0.4,392,1473,0.2661235573659199,Medical & Healthcare,Minor
Screener,0.4,273,949,0.2876712328767123,Medical & Healthcare,Minor
Criminal Investigator,0.4,517,1512,0.3419312169312169,Law Enforcement,Minor
Food Inspector,0.4,345,1217,0.2834839769926047,Law Enforcement,Minor
Game Warden,0.4,320,1001,0.3196803196803197,Law Enforcement,Minor
Regulatory Specialist,0.4,604,1904,0.3172268907563025,Administrative & Clerical,Minor
Cargo Agent,0.4,597,2088,0.2859195402298851,Supply Chain & Logistics,Minor
Inventory Planner,0.4,791,2569,0.3079019073569482,Supply Chain & Logistics,Minor
Logistics Administrator,0.4,749,2422,0.3092485549132948,Supply Chain & Logistics,Minor
Logistics Analyst,0.4,814,2675,0.3042990654205607,Supply Chain & Logistics,Minor
Logistics Planner,0.4,756,2500,0.3024,Supply Chain & Logistics,Minor
Purchasing Specialist,0.4,530,1717,0.308677926616191,Supply Chain & Logistics,Minor
Senior Buyer,0.4,449,1512,0.296957671957672,Supply Chain & Logistics,Minor
Supply Chain Planner,0.4,670,2481,0.2700523982265215,Supply Chain & Logistics,Minor
Certified Personal Trainer,0.4,551,1737,0.3172135866436384,Medical & Healthcare,Minor
Anchor,0.4,697,2170,0.3211981566820276,Communication & PR,Minor
Broadcast Journalist,0.4,756,2331,0.3243243243243243,Communication & PR,Minor
Communications,0.4,841,2410,0.3489626556016597,Communication & PR,Minor
Communications Officer,0.4,842,2542,0.3312352478363493,Communication & PR,Minor
Content Specialist,0.4,986,3369,0.2926684476105669,Communication & PR,Minor
Creative Producer,0.4,898,3016,0.2977453580901856,Communication & PR,Minor
Proofreader,0.4,430,1728,0.2488425925925926,Communication & PR,Minor
Sound Technician,0.4,424,1317,0.3219438116932422,Communication & PR,Minor
Technical Designer,0.4,583,2311,0.2522717438338381,Communication & PR,Minor
Qa Analyst,0.4,643,1948,0.330082135523614,Data & IT,Minor
Clinical Nurse Educator,0.4,386,1041,0.3707973102785782,Medical & Healthcare,Minor
Computer Teacher,0.4,562,1344,0.4181547619047619,Communication & PR,Minor
Early Childhood Education,0.4,440,1092,0.4029304029304029,Communication & PR,Minor
Education Consultant,0.4,618,1955,0.3161125319693094,Communication & PR,Minor
Head Start Teacher,0.4,399,1196,0.3336120401337792,Communication & PR,Minor
Library Technician,0.4,521,1849,0.2817739318550568,Communication & PR,Minor
Online Instructor,0.4,846,2784,0.3038793103448275,Communication & PR,Minor
School Administrator,0.4,491,1714,0.2864644107351225,Communication & PR,Minor
Substitute Teacher,0.4,470,1701,0.2763080540858318,Communication & PR,Minor
Test Proctor,0.4,463,1638,0.2826617826617826,Communication & PR,Minor
Training Coordinator,0.4,676,2242,0.3015165031222123,Communication & PR,Minor
Training Supervisor,0.4,655,2201,0.2975920036347115,Communication & PR,Minor
Agent,0.4,648,2044,0.3170254403131115,Administrative & Clerical,Minor
Aircraft Painter,0.4,403,1500,0.2686666666666666,Construction,Minor
Art Director,0.4,686,2666,0.2573143285821455,Data & IT,Minor
Assistant Art Director,0.4,658,2252,0.2921847246891652,Data & IT,Minor
Character Artist,0.4,737,2724,0.2705580029368575,Data & IT,Minor
Concept Artist,0.4,786,2804,0.2803138373751783,Data & IT,Minor
Creative Consultant,0.4,827,2896,0.2855662983425414,Data & IT,Minor
Designer,0.4,745,2746,0.2713037144938092,Data & IT,Minor
Drone Pilot,0.4,357,1046,0.3413001912045889,Construction,Minor
Illustrator,0.4,468,2014,0.2323733862959285,Data & IT,Minor
Industrial Painter,0.4,182,966,0.1884057971014492,Construction,Minor
Technical Writer,0.4,715,2803,0.2550838387442026,Communication & PR,Minor
Ticketing Agent,0.4,495,1754,0.282212086659065,Hospitality,Minor
Video Game Tester,0.4,532,1838,0.2894450489662676,Data & IT,Minor
Anesthesiologist Assistant,0.4,382,1277,0.2991386061080657,Medical & Healthcare,Minor
Cardiac Sonographer,0.4,403,1376,0.2928779069767442,Medical & Healthcare,Minor
Cardiovascular Technologist,0.4,417,1411,0.2955350815024805,Medical & Healthcare,Minor
Certified Occupational Therapy Assistant,0.4,438,1476,0.2967479674796748,Medical & Healthcare,Minor
Certified Pharmacy Technician,0.4,232,722,0.3213296398891966,Medical & Healthcare,Minor
Clinical Exercise Physiologist,0.4,283,904,0.3130530973451327,Medical & Healthcare,Minor
Dosimetrist,0.4,199,646,0.3080495356037152,Medical & Healthcare,Minor
Er Rn,0.4,214,523,0.4091778202676864,Medical & Healthcare,Minor
Health Inspector,0.4,300,903,0.3322259136212624,Medical & Healthcare,Minor
Hearing Aid Specialist,0.4,301,1053,0.2858499525166192,Medical & Healthcare,Minor
Hearing Instrument Specialist,0.4,297,1049,0.2831267874165872,Medical & Healthcare,Minor
Medical Illustrator,0.4,487,2085,0.2335731414868105,Data & IT,Minor
Medical Physicist,0.4,305,1065,0.2863849765258216,Medical & Healthcare,Minor
Pharmacist Technician,0.4,238,1071,0.2222222222222222,Medical & Healthcare,Minor
Pharmacy Technician,0.4,248,1012,0.2450592885375494,Medical & Healthcare,Minor
Phlebotomy,0.4,171,710,0.2408450704225352,Medical & Healthcare,Minor
Phlebotomy Technician,0.4,177,714,0.2478991596638655,Medical & Healthcare,Minor
Radiology Manager,0.4,331,1271,0.2604248623131392,Medical & Healthcare,Minor
Specimen Processor,0.4,325,1144,0.2840909090909091,Medical & Healthcare,Minor
Sterile Processing Technician,0.4,274,1052,0.2604562737642585,Medical & Healthcare,Minor
Surgical Technician,0.4,265,887,0.2987598647125141,Medical & Healthcare,Minor
Surgical Technologist,0.4,266,910,0.2923076923076923,Medical & Healthcare,Minor
Aircraft Fueler,0.4,394,1326,0.2971342383107089,Construction,Minor
Aircraft Technician,0.4,434,1406,0.3086770981507823,Construction,Minor
Atm Technician,0.4,442,1466,0.3015006821282401,Data & IT,Minor
Automation Specialist,0.4,598,1883,0.3175783324482209,Construction,Minor
Aviation Technician,0.4,434,1419,0.3058491895701198,Construction,Minor
Calibration Technician,0.4,478,1599,0.2989368355222013,Construction,Minor
Electronics Technician,0.4,339,966,0.3509316770186335,Construction,Minor
Equipment Technician,0.4,251,781,0.3213828425096031,Construction,Minor
Forklift Mechanic,0.4,121,503,0.2405566600397614,Construction,Minor
Generalist,0.4,527,1657,0.3180446590223295,Administrative & Clerical,Minor
Hvac Service Technician,0.4,270,1079,0.2502316960148285,Construction,Minor
Hvac Technician,0.4,272,1080,0.2518518518518518,Construction,Minor
Janitorial Manager,0.4,355,1277,0.2779953014878621,Hospitality,Minor
Maintenance Manager,0.4,407,1380,0.294927536231884,Construction,Minor
Maintenance Superintendent,0.4,397,1376,0.2885174418604651,Construction,Minor
Newspaper Delivery,0.4,409,1411,0.2898653437278526,Supply Chain & Logistics,Minor
Parking Enforcement Officer,0.4,148,558,0.2652329749103942,Law Enforcement,Minor
Sewing,0.4,143,512,0.279296875,Construction,Minor
Theater Manager,0.4,472,1739,0.2714203565267395,Hospitality,Minor
Watchmaker,0.4,157,643,0.2441679626749611,Construction,Minor
Assistant Buyer,0.4,710,2168,0.3274907749077491,Supply Chain & Logistics,Minor
Associate Buyer,0.4,710,2181,0.3255387436955525,Supply Chain & Logistics,Minor
Automation Technician,0.4,557,1796,0.3101336302895323,Construction,Minor
Cmm Programmer,0.4,295,919,0.3210010881392818,Construction,Minor
Controls Technician,0.4,304,964,0.3153526970954357,Construction,Minor
Inventory,0.4,539,1778,0.3031496062992126,Supply Chain & Logistics,Minor
Manufacturing Analyst,0.4,638,2158,0.2956441149212233,Construction,Minor
Manufacturing Technician,0.4,432,1757,0.2458736482640865,Construction,Minor
Material Handler,0.4,352,1212,0.2904290429042904,Supply Chain & Logistics,Minor
Order Builder,0.4,341,1195,0.2853556485355648,Supply Chain & Logistics,Minor
Order Picker,0.4,345,1200,0.2875,Supply Chain & Logistics,Minor
Order Puller,0.4,343,1198,0.2863105175292154,Supply Chain & Logistics,Minor
Picker,0.4,154,584,0.2636986301369863,Supply Chain & Logistics,Minor
Production Operator,0.4,250,1013,0.2467917077986179,Construction,Minor
Deli Manager,0.4,541,1803,0.3000554631170272,Hospitality,Minor
Director Of Development,0.4,829,2430,0.3411522633744856,Leadership & Strategy,Minor
Business Development Officer,0.4,958,2883,0.3322927506070066,Leadership & Strategy,Minor
Field Representative,0.4,682,2146,0.3178005591798695,Sales & Marketing,Minor
Dialysis Nurse,0.4,453,1512,0.2996031746031746,Medical & Healthcare,Minor
Oncology Nurse,0.4,444,1475,0.3010169491525423,Medical & Healthcare,Minor
Service Delivery Manager,0.4,772,2336,0.3304794520547945,Leadership & Strategy,Minor
Excavator Operator,0.4,306,1146,0.2670157068062827,Construction,Minor
Claim Representative,0.4,723,2147,0.3367489520260829,Law Enforcement,Minor
Insurance Manager,0.4,700,2137,0.3275620028076743,Law Enforcement,Minor
Auto Body Technician,0.4,412,1409,0.2924059616749467,Construction,Minor
Dental Office Manager,0.4,651,2087,0.31193100143747,Medical & Healthcare,Minor
Configuration Manager,0.4,701,2069,0.3388110198163364,Data & IT,Minor
Clinical Nurse,0.4,458,1509,0.3035122597746852,Medical & Healthcare,Minor
Events Assistant,0.4,758,2237,0.3388466696468484,Communication & PR,Minor
Transportation Dispatcher,0.4,719,2282,0.3150744960560911,Supply Chain & Logistics,Minor
Bar Manager,0.4,564,1815,0.3107438016528925,Hospitality,Minor
Family Nurse Practitioner,0.4,450,1494,0.3012048192771084,Medical & Healthcare,Minor
Nurse Clinician,0.4,452,1493,0.3027461486939048,Medical & Healthcare,Minor
Assembly Technician,0.4,437,1436,0.3043175487465181,Construction,Minor
Night Manager,0.4,430,1380,0.3115942028985507,Hospitality,Minor
Reservation Specialist,0.4,614,2138,0.2871842843779233,Hospitality,Minor
Reservationist,0.4,570,2011,0.2834410740924913,Hospitality,Minor
Reservations Agent,0.4,565,2015,0.2803970223325062,Hospitality,Minor
Restaurant General Manager,0.4,392,1308,0.2996941896024465,Hospitality,Minor
Restaurant Supervisor,0.4,384,1285,0.2988326848249027,Hospitality,Minor
Server,0.4,206,666,0.3093093093093093,Hospitality,Minor
Server Assistant,0.4,246,708,0.3474576271186441,Hospitality,Minor
Travel Assistant,0.4,708,2151,0.3291492329149233,Hospitality,Minor
Behavioral Technician,0.4,134,948,0.1413502109704641,Medical & Healthcare,Minor
Nursing Home Administrator,0.4,440,1692,0.260047281323877,Medical & Healthcare,Minor
Youth Program Director,0.4,771,2366,0.3258664412510566,Communication & PR,Minor
Air Marshal,0.4,41,325,0.1261538461538461,Law Enforcement,Minor
Court Security Officer,0.4,339,1079,0.3141797961075069,Law Enforcement,Minor
Detective,0.4,400,1195,0.3347280334728033,Law Enforcement,Minor
Forensic Investigator,0.4,419,1269,0.3301812450748621,Law Enforcement,Minor
Gunsmith,0.4,140,555,0.2522522522522522,Construction,Minor
Investigator,0.4,473,1414,0.3345120226308345,Law Enforcement,Minor
Security Supervisor,0.4,283,998,0.2835671342685371,Law Enforcement,Minor
Cisco Engineer,0.4,95,623,0.1524879614767255,Data & IT,Minor
Cisco Network Engineer,0.4,95,623,0.1524879614767255,Data & IT,Minor
Computer Operator,0.4,457,1300,0.3515384615384615,Data & IT,Minor
Controls Engineer,0.4,453,1254,0.361244019138756,Construction,Minor
Digital Account Manager,0.39,560,1606,0.348692403486924,Sales & Marketing,Minor
Edi Analyst,0.38,524,1437,0.3646485734168406,Data & IT,Minor
Information Security Engineer,0.38,491,1373,0.3576110706482155,Data & IT,Minor
Integration Analyst,0.38,540,1483,0.3641267700606878,Data & IT,Minor
It Specialist,0.38,547,1548,0.3533591731266149,Data & IT,Minor
Junior Network Engineer,0.38,493,1352,0.3646449704142012,Data & IT,Minor
Network Consultant,0.38,1009,3292,0.3065006075334143,Data & IT,Minor
Network Support Specialist,0.38,1025,3395,0.3019145802650957,Data & IT,Minor
Salesforce Administrator,0.38,1022,3269,0.3126338329764453,Data & IT,Minor
Sap Functional Consultant,0.38,1025,3289,0.3116448768622681,Data & IT,Minor
Support Technician,0.38,1122,3609,0.3108894430590191,Data & IT,Minor
Crisis Counselor,0.38,397,1224,0.3243464052287582,Communication & PR,Minor
Mechanical Drafter,0.37,567,1959,0.2894333843797856,Construction,Minor
Production Engineer,0.37,668,2485,0.2688128772635815,Construction,Minor
Security Engineer,0.37,631,1968,0.320630081300813,Data & IT,Minor
Simulation Engineer,0.37,667,2285,0.2919037199124726,Construction,Minor
Underground Miner,0.36,286,1124,0.2544483985765124,Construction,Minor
Unix Engineer,0.36,516,1690,0.3053254437869822,Data & IT,Minor
Verification Engineer,0.36,506,1628,0.3108108108108108,Construction,Minor
Voice Engineer,0.36,551,1759,0.313246162592382,Data & IT,Minor
Chief Administrative Officer,0.35,281,1828,0.1537199124726477,Leadership & Strategy,Minor
Emergency Management Specialist,0.35,403,1291,0.3121611154144074,Leadership & Strategy,Minor
Loss Prevention Manager,0.35,445,1545,0.2880258899676375,Law Enforcement,Minor
Proposal Coordinator,0.35,984,3525,0.2791489361702127,Administrative & Clerical,Minor
Provider Relations Representative,0.35,707,2389,0.2959397237337798,Medical & Healthcare,Minor
Secretary,0.35,617,2226,0.2771787960467206,Administrative & Clerical,Minor
Trading Assistant,0.35,659,2040,0.3230392156862745,Administrative & Clerical,Minor
Volunteer Coordinator,0.35,787,2343,0.3358941527955612,Communication & PR,Minor
Car Driver,0.35,60,505,0.1188118811881188,Supply Chain & Logistics,Minor
Carrier,0.35,62,529,0.1172022684310018,Supply Chain & Logistics,Minor
Construction Driver,0.35,200,756,0.2645502645502645,Supply Chain & Logistics,Minor
Contract Driver,0.35,174,672,0.2589285714285714,Supply Chain & Logistics,Minor
Courier,0.35,177,680,0.2602941176470588,Supply Chain & Logistics,Minor
Forklift Driver,0.35,160,648,0.2469135802469135,Supply Chain & Logistics,Minor
Tanker,0.35,62,373,0.1662198391420911,Supply Chain & Logistics,Minor
Taxi Driver,0.35,93,383,0.2428198433420365,Supply Chain & Logistics,Minor
Assistant Restaurant Manager,0.35,142,1006,0.1411530815109344,Hospitality,Minor
Banquet Captain,0.35,101,793,0.1273644388398487,Hospitality,Minor
Brewer,0.35,55,508,0.108267716535433,Construction,Minor
Chef Manager,0.35,90,740,0.1216216216216216,Hospitality,Minor
Executive Chef,0.35,299,1007,0.2969215491559086,Hospitality,Minor
Food Production Worker,0.35,260,953,0.2728226652675761,Hospitality,Minor
Front Of House Manager,0.35,443,1432,0.3093575418994413,Hospitality,Minor
Front Office Supervisor,0.35,468,1627,0.2876459741856177,Hospitality,Minor
Greeter,0.35,277,900,0.3077777777777777,Hospitality,Minor
Hotel Front Office Manager,0.35,475,1545,0.3074433656957929,Hospitality,Minor
Hotel General Manager,0.35,425,1271,0.3343823760818253,Hospitality,Minor
Hotel Operations Manager,0.35,429,1275,0.3364705882352941,Hospitality,Minor
Contract Negotiator,0.35,397,1238,0.3206785137318255,Leadership & Strategy,Minor
Housing Specialist,0.35,441,1408,0.3132102272727273,Administrative & Clerical,Minor
Proposal Specialist,0.35,988,3459,0.2856316854582249,Administrative & Clerical,Minor
Analytical Chemist,0.35,114,757,0.1505944517833553,Data & IT,Minor
Cytogenetic Technologist,0.35,337,1150,0.2930434782608695,Medical & Healthcare,Minor
Food Scientist,0.35,340,1184,0.2871621621621621,Data & IT,Minor
Food Technologist,0.35,336,1179,0.2849872773536895,Data & IT,Minor
Laboratory Assistant,0.35,456,1497,0.3046092184368738,Data & IT,Minor
Patent Agent,0.35,641,2233,0.2870577698163905,Law Enforcement,Minor
Taxonomist,0.35,661,2244,0.2945632798573975,Data & IT,Minor
Accounting Consultant,0.35,240,1585,0.1514195583596214,Administrative & Clerical,Minor
Accounting Technician,0.35,213,1460,0.1458904109589041,Administrative & Clerical,Minor
Accounts Receivable Clerk,0.35,217,1451,0.149552033080634,Administrative & Clerical,Minor
Appraiser,0.35,177,1268,0.139589905362776,Administrative & Clerical,Minor
Broker Assistant,0.35,207,1467,0.1411042944785276,Administrative & Clerical,Minor
Commercial Loan Officer,0.35,441,1284,0.3434579439252336,Administrative & Clerical,Minor
Commodity Trader,0.35,444,1360,0.3264705882352941,Administrative & Clerical,Minor
Corporate Accountant,0.35,486,1586,0.3064312736443884,Administrative & Clerical,Minor
Entry Level Accountant,0.35,481,1585,0.3034700315457413,Administrative & Clerical,Minor
Equity Trader,0.35,443,1351,0.3279052553663952,Administrative & Clerical,Minor
Financial Accountant,0.35,483,1572,0.3072519083969465,Administrative & Clerical,Minor
Fund Accounting Manager,0.35,483,1612,0.2996277915632754,Administrative & Clerical,Minor
General Accountant,0.35,466,1545,0.3016181229773463,Administrative & Clerical,Minor
General Ledger Accountant,0.35,466,1543,0.3020090732339598,Administrative & Clerical,Minor
Investment Banking Analyst,0.35,478,1461,0.3271731690622861,Administrative & Clerical,Minor
Private Equity Analyst,0.35,721,2283,0.3158125273762593,Administrative & Clerical,Minor
Risk Analyst,0.35,725,2289,0.3167321974661424,Administrative & Clerical,Minor
Treasury Manager,0.35,704,2184,0.3223443223443223,Administrative & Clerical,Minor
Clinic Receptionist,0.35,241,1566,0.1538952745849297,Medical & Healthcare,Minor
Dental Receptionist,0.35,461,1651,0.2792247122955784,Medical & Healthcare,Minor
